source_name,author,date,title,description,content,title_desc,one_shot_class,tesla_related,label,title_label,title_score,content_label,content_score,description_label,description_score,title_desc_label,title_desc_score,source_country
The Times of India,Bloomberg,2023-09-13,Tesla got an $80 billion boost from analyst call. Not everyone buys it,"Meanwhile, Tesla is still working on developing a software that will make its cars truly self-driving, though experts and analysts see a broad adoption of fully autonomous cars as still years, if not decades, away. Jonas had lowered his estimate for Tesla Mob","This may sound familiar: Morgan Stanley analyst Adam Jonas makes an extraordinarily bullish call on the future of Tesla Inc. and the shares go on a wild binge.It happened in 2015, and its happening a [+3906 chars]","Tesla got an $80 billion boost from analyst call. Not everyone buys it Meanwhile, Tesla is still working on developing a software that will make its cars truly self-driving, though experts and analysts see a broad adoption of fully autonomous cars as still years, if not decades, away. Jonas had lowered his estimate for Tesla Mob",yes,yes,negative,positive,0.5084405541419983,neutral,0.9063419699668884,negative,0.8041600584983826,negative,0.6313748359680176,India
Business Insider,Phil Rosen,2023-09-13,Tesla is the most shorted stock in the market - and investors have bet against it more than any other name for 3 straight months,"Elon Musk's EV maker topped the list of most shorted US large-cap stocks for a third consecutive month in August, a new report showed.","Tesla CEO Elon Musk.Yichuan Cao/NurPhoto via Getty Images
<ul>
<li>Tesla was the most shorted US large-cap stock for the third consecutive month in August, securities firm Hazeltree said.</li>
<li>C [+1781 chars]","Tesla is the most shorted stock in the market - and investors have bet against it more than any other name for 3 straight months Elon Musk's EV maker topped the list of most shorted US large-cap stocks for a third consecutive month in August, a new report showed.",yes,yes,positive,neutral,0.750264585018158,negative,0.898479700088501,positive,0.918393611907959,positive,0.8583033680915833,US
Fortune,"Anna Edgerton, Bloomberg",2023-09-13,Elon Musk tells senators AI is a double-edged sword that can do goodbut also destroy civilization,"Musk, the CEO Tesla, told senators they shouldnt be worried about self-driving cars, but instead should focus their concerns on what he called deeper AI.","Elon Musk called artificial intelligence a double-edged sword, telling US senators Wednesday that the technology can be a tremendous source for good but warning about risks to civilization, according [+1029 chars]","Elon Musk tells senators AI is a double-edged sword that can do goodbut also destroy civilization Musk, the CEO Tesla, told senators they shouldnt be worried about self-driving cars, but instead should focus their concerns on what he called deeper AI.",yes,yes,positive,neutral,0.9171122908592224,neutral,0.7752249240875244,neutral,0.7644244432449341,neutral,0.881232738494873,US
TechCrunch,Jagmeet Singh,2023-09-13,"Tesla plans to almost double component sourcing from India to $1.9B this year, says minister | TechCrunch","Tesla is planning to nearly double its component sourcing from India to up to $1.9 billion this year, the nations trade minister has said, underscoring Tesla is planning to nearly double its component sourcing from India to up to $1.9 billion this year, the ","Tesla is planning to nearly double its component sourcing from India to up to $1.9 billion this year, the nations trade minister has said, underscoring the growth of electric-vehicle component manufa [+2512 chars]","Tesla plans to almost double component sourcing from India to $1.9B this year, says minister | TechCrunch Tesla is planning to nearly double its component sourcing from India to up to $1.9 billion this year, the nations trade minister has said, underscoring Tesla is planning to nearly double its component sourcing from India to up to $1.9 billion this year, the ",yes,yes,positive,positive,0.9357887506484984,positive,0.9397303462028505,positive,0.9387137293815612,positive,0.9412064552307128,US
Business Insider,Lakshmi Varanasi,2023-09-13,Elon Musk's ex-wife told his biographer that deep inside the Tesla CEO 'is this manchild still standing in front of his father',"On an episode of Lex Fridman's podcast, Elon Musk's biographer talked about Musk's relationship to his father and its impact on Musk's personality.","Elon Musk's ex-wife, actress Talulah Riley, said that deep inside, Elon Musk is a ""manchild"" still standing in front of his father, according to Musk's biographer Walter Isaacson.Evan Agostini/AP Ima [+3317 chars]","Elon Musk's ex-wife told his biographer that deep inside the Tesla CEO 'is this manchild still standing in front of his father' On an episode of Lex Fridman's podcast, Elon Musk's biographer talked about Musk's relationship to his father and its impact on Musk's personality.",yes,no,neutral,neutral,0.8957650661468506,neutral,0.908721685409546,neutral,0.8621302247047424,neutral,0.8881165385246277,US
BBC News,https://www.facebook.com/bbcnews,2023-09-13,'Overwhelming consensus' on AI regulation - Musk,Tech heavyweights gathered in Washington DC to discuss the regulation of artificial intelligence.,"Media caption, Watch: 'Overwhelming consensus' to regulate AI, says Elon Musk
Tesla CEO Elon Musk says there was ""overwhelming consensus"" for regulation on artificial intelligence after tech heavywe [+2487 chars]",'Overwhelming consensus' on AI regulation - Musk Tech heavyweights gathered in Washington DC to discuss the regulation of artificial intelligence.,no,yes,positive,positive,0.7996740341186523,positive,0.6532503962516785,neutral,0.8691723942756653,positive,0.5912630558013916,UK
Business Insider,"Polly Thompson,Grace Dean",2023-09-13,"Elon Musk once caught malaria on safari and was 'hours from death,' book says",Walter Isaacson's new biography of Elon Musk gives more insight into why the Tesla and SpaceX billionaire seems to dislike taking time off.,"Elon Musk did take some time off in July 2022 when he visited the Greek island of Mykonos.MEGA/GC/Getty Images
<ul><li>Walter Isaacson's biography of Elon Musk shines new light on the world's riches [+4228 chars]","Elon Musk once caught malaria on safari and was 'hours from death,' book says Walter Isaacson's new biography of Elon Musk gives more insight into why the Tesla and SpaceX billionaire seems to dislike taking time off.",yes,no,neutral,neutral,0.7820215821266174,positive,0.6003733277320862,neutral,0.9164615273475648,neutral,0.9241868853569032,US
Business Insider,Grace Kay,2023-09-13,"Elon Musk wanted to build a house that looked like it 'fell out of space,' new book reveals","Elon Musk has said he owns a prefabricated home, but his biographer said he has discussed plans to build a new mega house on a horse farm in Texas.","Elon Musk pictured with a prefabricated house that was delivered to SpaceX in 2021. He has said he is living in a $50,000 house he rents from the space venture.Jorge Ramirez and Chesnot/Getty Images [+5412 chars]","Elon Musk wanted to build a house that looked like it 'fell out of space,' new book reveals Elon Musk has said he owns a prefabricated home, but his biographer said he has discussed plans to build a new mega house on a horse farm in Texas.",no,no,neutral,neutral,0.9208585619926452,neutral,0.9422609210014344,neutral,0.9400364756584167,neutral,0.9370527863502502,US
Next Big Future,Brian Wang,2023-09-13,Tesla Semi Shows Real World Payload and Range Results at Run on Less Event,The Run on Less  Electric DEPOT is an 18-month study and demonstration event that explores how trucking fleets can scale up from one or two electric trucks to 15 or more. The North American Council for Freight Efficiency (NACFE) and RMI are hosting the event,Brian Wang is a Futurist Thought Leader and a popular Science blogger with 1 million readers per month. His blog Nextbigfuture.com is ranked #1 Science News Blog. It covers many disruptive technology [+593 chars],Tesla Semi Shows Real World Payload and Range Results at Run on Less Event The Run on Less  Electric DEPOT is an 18-month study and demonstration event that explores how trucking fleets can scale up from one or two electric trucks to 15 or more. The North American Council for Freight Efficiency (NACFE) and RMI are hosting the event,yes,yes,positive,neutral,0.861514687538147,neutral,0.9305434226989746,neutral,0.8406731486320496,neutral,0.8345960974693298,US
Fortune,Grace Lordan,2023-09-13,Why critics love to hate Elon Muskand why his fans adore him,LSE's Grace Lordan explains how the psychology behind love and hate makes Musk elicit such emotional responses.,"There isnt a week that goes by that coverage of Elon Musk isnt dominating news headlines. Strikingly, a lot of the coverage concerns his own posts on X, where it has been estimated that he has the ab [+7688 chars]",Why critics love to hate Elon Muskand why his fans adore him LSE's Grace Lordan explains how the psychology behind love and hate makes Musk elicit such emotional responses.,no,no,neutral,neutral,0.8972083926200867,neutral,0.9382836818695068,neutral,0.9286778569221495,neutral,0.9069448113441468,US
Business Insider,"Beatrice Nolan,Grace Dean",2023-09-14,"Elon Musk and his siblings hated one of their mom's boyfriends so much that they put tiny firecrackers in his cigarettes that exploded, book says","Walter Isaacson's book, ""Elon Musk,"" details the billionaire's childhood and relationship with his parents.","Maye Musk dated the man after she divorced Elon Musk's father Errol Musk, according to Walter Isaacson.ANGELA WEISS/AFP via Getty Images
<ul><li>The Musk siblings hated a man Maye Musk was dating so [+1844 chars]","Elon Musk and his siblings hated one of their mom's boyfriends so much that they put tiny firecrackers in his cigarettes that exploded, book says Walter Isaacson's book, ""Elon Musk,"" details the billionaire's childhood and relationship with his parents.",no,,,neutral,0.5039941668510437,neutral,0.6347442269325256,neutral,0.9238235354423524,neutral,0.8094936609268188,US
Breitbart News,"Lucas Nolan, Lucas Nolan",2023-09-14,"Elon Musk Admits X/Twitter Has to 'Play Nice' with China to Avoid Tesla Trouble, Sees 'Two Sides' to Uyghur Genocide","Elon Musk, the billionaire CEO of Tesla and SpaceX and most recently the owner of X/Twitter, has recently come under scrutiny for his willingness to accommodate China's policies to safeguard Tesla's business interests based on revelations contained in the rec","Elon Musk, the billionaire CEO of Tesla and SpaceX and most recently the owner of X/Twitter, has recently come under scrutiny for his willingness to accommodate Chinas policies to safeguard Teslas  [+3440 chars]","Elon Musk Admits X/Twitter Has to 'Play Nice' with China to Avoid Tesla Trouble, Sees 'Two Sides' to Uyghur Genocide Elon Musk, the billionaire CEO of Tesla and SpaceX and most recently the owner of X/Twitter, has recently come under scrutiny for his willingness to accommodate China's policies to safeguard Tesla's business interests based on revelations contained in the rec",yes,,,negative,0.5716450214385986,negative,0.9076056480407716,negative,0.8471471667289734,negative,0.85129314661026,US
